Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
19.97,58.36,328,400,13104,19876,939.64,1.43,1.49,9.87,1.539,0.035,1
19.98,58.36,332,400,13104,19876,939.636,1.43,1.48,9.82,1.531,0.035,1
21.19,58.46,322,400,13109,19890,939.641,1.41,1.47,9.73,1.518,0.034,1
21.54,57.85,304,400,13124,19903,939.651,1.39,1.45,9.58,1.494,0.034,1
21.71,56.92,308,400,13117,19901,939.663,1.38,1.43,9.5,1.482,0.033,1
21.85,56.11,321,400,13119,19900,939.671,1.42,1.47,9.75,1.521,0.034,1
21.94,55.34,324,400,13120,19892,939.654,1.46,1.51,10.02,1.5619999999999998,0.035,1
22.01,54.74,324,400,13115,19901,939.662,1.51,1.57,10.4,1.622,0.037,1
22.09,54.25,324,400,13114,19881,939.664,1.53,1.59,10.55,1.645,0.037,1
22.15,53.78,325,400,13112,19887,939.673,1.55,1.61,10.65,1.661,0.038,1
22.19,53.41,325,400,13110,19884,939.659,1.57,1.63,10.79,1.682,0.038,1
22.24,53.11,323,400,13110,19887,939.657,1.59,1.66,10.97,1.71,0.039,1
22.28,52.88,329,400,13108,19877,939.649,1.6,1.66,11.02,1.719,0.039,1
22.3,52.64,323,400,13107,19880,939.663,1.58,1.64,10.84,1.6909999999999998,0.038,1
22.36,52.46,331,400,13113,19885,939.66,1.56,1.62,10.75,1.676,0.038,1
22.4,52.28,330,400,13112,19889,939.668,1.51,1.57,10.4,1.621,0.037,1
22.43,52.16,339,400,13105,19871,939.666,1.48,1.54,10.22,1.594,0.036,1
22.45,52.0,325,400,13111,19885,939.657,1.44,1.5,9.91,1.545,0.035,1
22.51,51.91,327,400,13105,19875,939.654,1.41,1.46,9.68,1.509,0.034,1
22.51,51.78,325,400,13107,19877,939.663,1.35,1.41,9.31,1.452,0.033,1
22.52,51.68,331,400,13109,19885,939.66,1.35,1.4,9.26,1.445,0.033,1
22.56,51.58,336,400,13109,19879,939.665,1.35,1.4,9.27,1.446,0.033,1
22.57,51.49,337,400,13104,19878,939.678,1.37,1.42,9.42,1.4680000000000002,0.033,1
22.6,51.44,323,400,13107,19883,939.68,1.37,1.42,9.44,1.472,0.033,1
22.6,51.36,330,400,13108,19885,939.665,1.4,1.86,9.63,1.5019999999999998,0.034,1
22.62,51.27,330,400,13108,19888,939.664,1.41,1.46,9.68,1.51,0.034,1
22.63,51.2,328,400,13106,19881,939.669,1.41,1.47,9.72,1.516,0.034,1
22.66,51.13,335,400,13108,19882,939.668,1.41,1.47,9.72,1.516,0.034,1
22.67,51.09,335,400,13105,19879,939.675,1.41,1.47,9.73,1.517,0.034,1
22.7,51.01,331,400,13109,19877,939.673,1.42,1.47,9.74,1.519,0.034,1
22.72,50.97,346,400,13100,19870,939.677,1.4,1.45,9.64,1.503,0.034,1
22.7,50.93,331,400,13110,19874,939.676,1.41,1.46,9.68,1.51,0.034,1
21.53,50.78,357,400,13088,19853,939.678,1.41,1.47,9.72,1.516,0.034,1
21.12,51.4,365,400,13088,19854,939.669,1.41,1.47,9.71,1.515,0.034,1
20.96,52.14,368,400,13088,19852,939.671,1.41,1.46,9.68,1.509,0.034,1
20.84,52.9,360,400,13091,19859,939.674,1.39,1.45,9.59,1.496,0.034,1
20.74,53.54,348,400,13092,19862,939.675,1.37,1.43,9.44,1.473,0.033,1
20.68,54.09,353,400,13095,19862,939.674,1.36,1.41,9.37,1.462,0.033,1
20.61,54.62,342,400,13095,19864,939.68,1.35,1.4,9.3,1.4509999999999998,0.033,1
20.57,54.94,346,400,13096,19862,939.687,1.35,1.4,9.29,1.4480000000000002,0.033,1
20.51,55.32,355,400,13097,19868,939.693,1.34,1.39,9.24,1.44,0.033,1
20.46,55.58,356,400,13090,19850,939.703,1.34,1.39,9.21,1.436,0.032,1
20.43,55.84,349,400,13099,19874,939.685,1.35,1.4,9.3,1.45,0.033,1
20.39,56.07,342,400,13098,19874,939.681,1.36,1.42,9.39,1.464,0.033,1
20.32,56.26,350,400,13097,19867,939.677,1.38,1.44,9.52,1.485,0.034,1
20.33,56.43,354,400,13095,19866,939.678,1.4,1.46,9.65,1.504,0.034,1
20.29,56.58,344,400,13094,19862,939.693,1.4,1.46,9.65,1.504,0.034,1
20.29,56.72,346,400,13103,19867,939.691,1.38,1.44,9.52,1.485,0.034,1
20.25,56.84,340,400,13101,19872,939.691,1.37,1.42,9.41,1.4680000000000002,0.033,1
20.22,56.94,354,400,13102,19870,939.687,1.35,1.4,9.28,1.446,0.033,1
20.19,57.05,341,400,13098,19867,939.691,1.34,1.39,9.24,1.4409999999999998,0.033,1
20.18,57.12,344,400,13103,19868,939.699,1.33,1.38,9.16,1.429,0.032,1
20.15,57.21,348,400,13098,19867,939.692,1.32,1.37,9.07,1.415,0.032,1
20.16,57.28,343,400,13102,19868,939.691,1.33,1.38,9.16,1.429,0.032,1
20.13,57.33,350,400,13100,19858,939.68,1.33,1.38,9.16,1.4280000000000002,0.032,1
20.09,57.4,345,400,13101,19875,939.68,1.31,1.37,9.05,1.411,0.032,1
20.09,57.46,344,400,13101,19865,939.689,1.31,1.37,9.05,1.411,0.032,1
20.06,57.51,340,400,13105,19873,939.692,1.33,1.38,9.12,1.423,0.032,1
20.08,57.52,344,400,13102,19874,939.693,1.32,1.37,9.09,1.418,0.032,1
20.05,57.59,346,400,13104,19868,939.696,1.3,1.35,8.93,1.393,0.031,1
20.01,57.61,340,400,13100,19871,939.685,1.28,1.33,8.82,1.376,0.031,1
20.01,57.65,344,400,13102,19876,939.69,1.27,1.32,8.75,1.364,0.031,1
21.25,57.74,320,400,13117,19887,939.686,1.28,1.33,8.81,1.374,0.031,1
21.63,57.13,315,400,13121,19903,939.69,1.3,1.35,8.96,1.398,0.032,1
21.8,56.23,314,400,13118,19897,939.69,1.32,1.37,9.08,1.416,0.032,1
21.93,55.4,313,400,13124,19898,939.682,1.35,1.4,9.27,1.446,0.033,1
21.98,54.71,322,400,13116,19898,939.679,1.35,1.4,9.26,1.444,0.033,1
22.05,54.06,329,400,13119,19883,939.669,1.33,1.38,9.16,1.4280000000000002,0.032,1
22.12,53.59,317,400,13129,19896,939.677,1.31,1.36,9.0,1.403,0.032,1
22.18,53.12,306,400,13141,19908,939.688,1.3,1.36,8.98,1.4,0.032,1
22.24,52.67,294,400,13141,19911,939.678,1.34,1.39,9.21,1.436,0.032,1
22.25,52.24,305,400,13138,19916,939.68,1.36,1.41,9.34,1.456,0.033,1
22.33,51.91,300,400,13142,19923,939.686,1.36,1.41,9.36,1.46,0.033,1
22.38,51.55,300,400,13138,19919,939.68,1.37,1.42,9.43,1.471,0.033,1
22.39,51.27,299,400,13133,19916,939.687,1.35,1.4,9.28,1.4469999999999998,0.033,1
22.4,51.04,291,400,13146,19918,939.688,1.34,1.39,9.24,1.44,0.033,1
22.43,50.8,291,400,13147,19928,939.668,1.4,1.46,9.67,1.507,0.034,1
22.48,50.59,286,400,13147,19926,939.667,1.43,1.48,9.83,1.533,0.035,1
22.52,50.41,288,400,13137,19927,939.668,1.46,1.51,10.03,1.564,0.035,1
22.51,50.27,280,400,13138,19934,939.669,1.49,1.55,10.29,1.604,0.036,1
22.53,50.19,275,400,13141,19935,939.67,1.55,1.61,10.66,1.662,0.038,1
22.56,50.01,288,400,13136,19928,939.668,1.57,1.63,10.79,1.682,0.038,1
22.59,49.95,282,400,13133,19928,939.676,1.6,1.66,11.01,1.717,0.039,1
22.57,49.85,277,400,13130,19931,939.673,1.63,1.69,11.2,1.747,0.039,1
22.6,49.72,285,400,13131,19938,939.67,1.69,1.76,11.63,1.814,0.0409999999999999,1
22.65,49.65,277,400,13129,19934,939.676,1.7,1.76,11.67,1.82,0.0409999999999999,1
22.66,49.59,283,400,13127,19929,939.68,1.66,1.73,11.45,1.786,0.04,1
22.66,49.49,287,400,13127,19933,939.681,1.64,1.7,11.28,1.759,0.04,1
22.67,49.43,276,400,13138,19938,939.676,1.61,1.67,11.08,1.7280000000000002,0.039,1
22.69,49.32,275,400,13136,19940,939.673,1.58,1.64,10.85,1.693,0.038,1
22.73,49.24,276,400,13133,19946,939.665,1.55,1.61,10.66,1.662,0.038,1
22.72,49.1,275,400,13133,19940,939.673,1.55,1.61,10.66,1.662,0.038,1
21.56,48.94,298,400,13116,19912,939.677,1.56,1.62,10.75,1.676,0.038,1
21.16,49.48,301,400,13117,19914,939.669,1.56,1.62,10.76,1.679,0.038,1
20.98,50.19,294,400,13119,19912,939.67,1.56,1.62,10.76,1.6780000000000002,0.038,1
20.87,50.92,292,400,13125,19933,939.689,1.55,1.61,10.65,1.661,0.038,1
20.77,51.49,282,400,13131,19931,939.692,1.54,1.6,10.61,1.654,0.037,1
20.71,51.93,287,400,13131,19927,939.698,1.53,1.59,10.53,1.642,0.037,1
20.64,52.3,275,400,13130,19933,939.697,1.51,1.57,10.39,1.62,0.037,1
20.58,52.63,269,400,13134,19947,939.693,1.46,1.52,10.05,1.567,0.035,1
20.53,52.9,275,400,13140,19939,939.683,1.44,1.49,9.9,1.544,0.035,1
20.5,53.1,266,400,13136,19947,939.684,1.41,1.46,9.69,1.5119999999999998,0.034,1
20.46,53.31,268,400,13142,19950,939.687,1.41,1.47,9.73,1.517,0.034,1
20.4,53.42,259,400,13139,19951,939.683,1.42,1.47,9.74,1.519,0.034,1
20.36,53.61,267,400,13133,19948,939.676,1.41,1.46,9.68,1.509,0.034,1
20.33,53.68,265,400,13134,19952,939.671,1.38,1.43,9.5,1.482,0.033,1
20.3,53.76,265,400,13146,19960,939.678,1.37,1.42,9.4,1.466,0.033,1
20.3,53.82,257,400,13146,19956,939.673,1.32,1.37,9.09,1.418,0.032,1
20.26,53.9,263,400,13133,19945,939.667,1.3,1.35,8.94,1.395,0.032,1
20.26,53.95,268,400,13139,19946,939.669,1.28,1.33,8.84,1.378,0.031,1
20.2,54.01,257,400,13140,19952,939.681,1.27,1.32,8.72,1.36,0.031,1
20.19,54.06,264,400,13140,19955,939.674,1.27,1.32,8.75,1.365,0.031,1
20.19,54.11,253,400,13140,19958,939.676,1.26,1.31,8.69,1.355,0.031,1
20.16,54.17,256,400,13140,19961,939.678,1.24,1.29,8.57,1.336,0.03,1
20.15,54.2,255,400,13143,19963,939.685,1.25,1.3,8.59,1.339,0.03,1
20.13,54.21,257,400,13144,19955,939.692,1.25,1.3,8.63,1.346,0.03,1
20.12,54.26,257,400,13140,19953,939.698,1.28,1.33,8.84,1.378,0.031,1
20.08,54.24,264,400,13143,19956,939.697,1.31,1.36,8.98,1.401,0.032,1
20.08,54.23,253,400,13148,19962,939.708,1.34,1.39,9.19,1.433,0.032,1
20.08,54.28,261,400,13145,19955,939.7,1.36,1.41,9.35,1.459,0.033,1
20.06,54.31,244,400,13146,19962,939.684,1.41,1.47,9.72,1.516,0.034,1
20.04,54.3,251,400,13147,19967,939.688,1.42,1.48,9.8,1.529,0.035,1
21.22,54.38,232,400,13162,19985,939.676,1.44,1.5,9.93,1.548,0.035,1
21.6,53.8,227,400,13169,19989,939.673,1.44,1.49,9.88,1.54,0.035,1
21.81,52.96,217,400,13175,19994,939.665,1.38,1.44,9.53,1.486,0.034,1
21.91,52.15,232,400,13157,19983,939.671,1.37,1.42,9.42,1.469,0.033,1
22.0,51.51,237,400,13151,19975,939.685,1.33,1.39,9.19,1.433,0.032,1
22.07,50.88,239,400,13154,19977,939.68,1.31,1.36,9.02,1.406,0.032,1
22.12,50.42,232,400,13161,19988,939.677,1.28,1.33,8.84,1.378,0.031,1
22.17,49.98,242,400,13153,19977,939.672,1.31,1.36,9.03,1.409,0.032,1
22.24,49.62,227,400,13158,19985,939.674,1.32,1.37,9.09,1.418,0.032,1
22.26,49.31,238,400,13160,19978,939.682,1.4,1.45,9.6,1.497,0.034,1
22.32,49.03,235,400,13157,19984,939.682,1.44,1.5,9.94,1.55,0.035,1
22.35,48.81,239,400,13165,19986,939.688,1.53,1.59,10.54,1.643,0.037,1
22.38,48.57,229,400,13161,19982,939.686,1.58,1.64,10.85,1.692,0.038,1
22.43,48.39,221,400,13166,19986,939.693,1.64,1.7,11.29,1.76,0.04,1
22.45,48.19,226,400,13164,19989,939.693,1.67,1.73,11.48,1.79,0.04,1
22.46,48.08,229,400,13162,19984,939.692,1.72,1.78,11.82,1.843,0.042,1
22.51,47.94,228,400,13166,19990,939.678,1.74,1.81,11.97,1.867,0.042,1
22.52,47.83,229,400,13158,19980,939.683,1.79,1.86,12.33,1.923,0.043,1
22.52,47.68,220,400,13161,19986,939.696,1.83,1.9,12.58,1.962,0.044,1
22.56,47.58,224,400,13159,19990,939.682,1.93,2.0,13.26,2.068,0.047,1
22.57,47.49,231,400,13160,19988,939.683,1.96,2.03,13.46,2.099,0.047,1
22.59,47.43,237,400,13152,19978,939.69,2.01,2.09,13.86,2.161,0.049,1
22.6,47.32,235,400,13153,19976,939.689,2.03,2.11,13.99,2.182,0.049,1
22.62,47.28,218,400,13168,20000,939.695,2.08,2.16,14.28,2.228,0.05,1
22.62,47.18,223,400,13167,19991,939.699,2.1,2.19,14.48,2.257,0.051,1
22.63,47.1,204,400,13173,20006,939.7,2.13,2.21,14.64,2.283,0.052,1
22.66,46.97,210,400,13173,19990,939.718,2.16,2.24,14.84,2.315,0.052,1
22.69,46.9,209,400,13180,20012,939.717,2.15,2.23,14.8,2.3080000000000003,0.052,1
22.67,46.82,216,400,13175,20005,939.715,2.15,2.23,14.8,2.3080000000000003,0.052,1
22.72,46.75,220,400,13177,20009,939.716,2.14,2.22,14.73,2.297,0.052,1
21.56,46.61,214,400,13169,19994,939.709,2.08,2.16,14.32,2.232,0.05,1
21.15,47.05,231,400,13165,19989,939.694,2.05,2.13,14.11,2.2,0.05,1
20.96,47.71,221,400,13168,19990,939.678,2.02,2.1,13.92,2.171,0.049,1
20.84,48.36,207,400,13167,20000,939.683,2.03,2.11,13.98,2.18,0.049,1
20.75,49.0,216,400,13163,19996,939.67,2.06,2.14,14.2,2.215,0.05,1
20.67,49.49,208,400,13172,20012,939.674,2.08,2.16,14.29,2.229,0.05,1
20.61,49.96,200,400,13174,20007,939.673,2.12,2.21,14.61,2.278,0.051,1
20.57,50.35,200,400,13170,20004,939.666,2.14,2.22,14.7,2.292,0.052,1
20.5,50.69,0,400,13172,20004,939.67,2.17,2.26,14.95,2.332,0.053,1
20.46,50.95,211,400,13175,20008,939.681,2.22,2.31,15.3,2.386,0.054,1
20.43,51.2,199,400,13174,20018,939.673,2.28,2.37,15.71,2.451,0.055,1
20.39,51.4,196,400,13184,20022,939.677,2.3,2.39,15.86,2.4730000000000003,0.0559999999999999,1
20.34,51.6,191,400,13183,20027,939.68,2.29,2.37,15.73,2.4530000000000003,0.055,1
20.32,51.73,198,400,13181,20021,939.692,2.26,2.35,15.55,2.425,0.055,1
20.27,51.85,187,400,13190,20022,939.676,2.17,2.26,14.95,2.331,0.053,1
20.27,51.81,184,400,13190,20028,939.671,2.13,2.21,14.66,2.287,0.052,1
20.26,51.79,193,400,13189,20027,939.678,2.08,2.16,14.34,2.236,0.05,1
20.22,51.81,190,400,13192,20032,939.672,1.99,2.07,13.7,2.136,0.048,1
20.19,51.84,187,400,13187,20031,939.673,1.96,2.04,13.49,2.104,0.048,1
20.16,51.92,187,400,13188,20030,939.671,1.9,1.98,13.1,2.043,0.046,1
20.16,52.04,186,400,13192,20025,939.669,1.89,1.97,13.02,2.03,0.046,1
20.15,52.1,189,400,13195,20035,939.663,1.86,1.94,12.83,2.001,0.045,1
20.1,52.21,181,400,13192,20037,939.669,1.86,1.93,12.77,1.991,0.045,1
20.1,52.27,175,400,13195,20036,939.673,1.85,1.92,12.7,1.98,0.045,1
20.08,52.4,176,400,13198,20039,939.675,1.84,1.91,12.64,1.971,0.045,1
20.06,52.47,181,400,13201,20042,939.653,1.82,1.89,12.54,1.956,0.044,1
20.08,52.53,172,400,13205,20040,939.66,1.81,1.88,12.44,1.94,0.044,1
20.02,52.56,163,400,13202,20045,939.652,1.82,1.9,12.56,1.958,0.044,1
20.02,52.59,169,400,13205,20047,939.654,1.83,1.9,12.59,1.963,0.044,1
20.01,52.64,159,400,13210,20051,939.651,1.83,1.9,12.56,1.959,0.044,1
21.22,52.76,134,400,13230,20084,939.658,1.81,1.88,12.47,1.945,0.044,1
21.56,52.22,147,400,13224,20075,939.656,1.79,1.86,12.31,1.92,0.043,1
21.75,51.44,143,400,13230,20082,939.656,1.77,1.83,12.15,1.895,0.043,1
21.87,50.65,149,400,13221,20070,939.659,1.7,1.77,11.73,1.829,0.0409999999999999,1
21.97,50.01,144,400,13225,20077,939.672,1.68,1.75,11.57,1.805,0.0409999999999999,1
22.04,49.4,143,400,13219,20072,939.664,1.66,1.73,11.44,1.783,0.04,1
22.08,48.94,156,400,13214,20069,939.655,1.61,1.68,11.11,1.732,0.039,1
22.15,48.59,153,400,13218,20066,939.654,1.59,1.65,10.92,1.704,0.038,1
22.19,48.23,157,400,13220,20065,939.656,1.55,1.61,10.64,1.659,0.037,1
22.24,47.99,149,400,13220,20072,939.65,1.52,1.58,10.47,1.633,0.037,1
22.28,47.72,0,400,13213,20060,939.65,1.51,1.57,10.37,1.618,0.037,1
22.32,47.52,159,400,13217,20061,939.649,1.53,1.59,10.56,1.6469999999999998,0.037,1
22.33,47.38,150,400,13216,20064,939.66,1.58,1.64,10.88,1.696,0.038,1
22.36,47.23,149,400,13216,20069,939.655,1.59,1.65,10.95,1.7080000000000002,0.039,1
22.4,47.13,147,400,13219,20064,939.66,1.68,1.74,11.54,1.8,0.0409999999999999,1
22.43,47.03,155,400,13216,20071,939.658,1.76,1.83,12.13,1.891,0.043,1
22.46,46.92,152,400,13214,20069,939.654,1.87,1.94,12.86,2.006,0.045,1
22.51,46.85,148,400,13217,20065,939.653,1.89,1.97,13.04,2.0340000000000003,0.046,1
22.49,46.79,156,400,13216,20060,939.646,1.95,2.03,13.43,2.094,0.047,1
22.52,46.74,156,400,13218,20064,939.647,1.99,2.06,13.66,2.131,0.048,1
22.52,46.68,144,400,13221,20064,939.648,2.02,2.1,13.91,2.17,0.049,1
22.55,46.54,160,400,13213,20063,939.652,2.03,2.11,13.95,2.175,0.049,1
22.57,46.54,154,400,13216,20056,939.649,2.0,2.08,13.76,2.145,0.048,1
22.57,46.53,151,400,13218,20068,939.659,1.99,2.06,13.66,2.13,0.048,1
22.59,46.45,155,400,13211,20061,939.665,1.97,2.05,13.55,2.113,0.048,1
22.62,46.42,150,400,13212,20062,939.668,1.92,1.99,13.19,2.057,0.046,1
22.62,46.35,153,400,13209,20065,939.667,1.89,1.96,12.97,2.023,0.046,1
22.65,46.36,149,400,13216,20061,939.657,1.82,1.89,12.55,1.956,0.044,1
22.66,46.3,157,400,13214,20064,939.664,1.81,1.88,12.48,1.946,0.044,1
22.65,46.25,157,400,13211,20054,939.673,1.87,1.94,12.87,2.007,0.045,1
21.5,46.15,174,400,13200,20041,939.68,1.88,1.96,12.97,2.023,0.046,1
21.09,46.67,170,400,13194,20036,939.681,1.9,1.97,13.08,2.04,0.046,1
20.92,47.35,185,400,13199,20037,939.687,1.9,1.98,13.11,2.044,0.046,1
20.83,48.06,178,400,13205,20050,939.677,1.88,1.96,12.96,2.022,0.046,1
20.73,48.71,177,400,13207,20054,939.679,1.9,1.97,13.08,2.04,0.046,1
20.64,49.24,175,400,13204,20045,939.674,1.93,2.0,13.27,2.07,0.047,1
20.56,49.67,165,400,13203,20045,939.682,1.98,2.06,13.65,2.128,0.048,1
20.51,50.01,173,400,13204,20041,939.674,2.04,2.12,14.02,2.186,0.049,1
20.47,50.33,168,400,13207,20055,939.671,2.05,2.13,14.1,2.198,0.05,1
20.43,50.64,169,400,13209,20043,939.665,2.08,2.16,14.33,2.235,0.05,1
20.39,50.89,159,400,13209,20051,939.659,2.1,2.18,14.43,2.25,0.051,1
20.33,51.07,160,400,13208,20048,939.652,2.18,2.26,14.99,2.338,0.053,1
20.32,51.28,174,400,13207,20050,939.655,2.21,2.3,15.24,2.376,0.054,1
20.27,51.44,165,400,13212,20057,939.652,2.24,2.33,15.44,2.408,0.054,1
20.25,51.6,161,400,13213,20057,939.646,2.27,2.35,15.59,2.431,0.055,1
20.23,51.7,174,400,13210,20052,939.641,2.28,2.37,15.72,2.451,0.055,1
20.2,51.81,160,400,13212,20051,939.638,2.26,2.35,15.57,2.428,0.055,1
20.19,51.93,165,400,13208,20049,939.638,2.27,2.36,15.64,2.439,0.055,1
20.15,52.0,164,400,13213,20055,939.643,2.3,2.39,15.84,2.47,0.0559999999999999,1
20.16,52.07,162,400,13210,20053,939.651,2.3,2.39,15.85,2.471,0.0559999999999999,1
20.09,52.2,170,400,13200,20039,939.662,2.3,2.39,15.84,2.471,0.0559999999999999,1
20.1,52.23,157,400,13213,20056,939.666,2.32,2.41,15.94,2.485,0.0559999999999999,1
20.09,52.33,168,400,13212,20052,939.661,2.31,2.4,15.91,2.481,0.0559999999999999,1
20.06,52.38,166,400,13211,20053,939.669,2.31,2.4,15.87,2.475,0.0559999999999999,1
20.02,52.42,178,400,13209,20053,939.657,2.27,2.36,15.6,2.4330000000000003,0.055,1
20.04,52.54,174,400,13205,20040,939.651,2.25,2.33,15.45,2.41,0.054,1
20.01,52.56,163,400,13211,20050,939.666,2.21,2.3,15.23,2.376,0.054,1
20.01,52.6,165,400,13207,20057,939.667,2.22,2.3,15.26,2.379,0.054,1
19.98,52.63,170,400,13208,20048,939.677,2.22,2.31,15.29,2.385,0.054,1
19.98,52.68,165,400,13213,20056,939.667,2.23,2.32,15.36,2.394,0.054,1
21.18,52.79,146,400,13227,20063,939.664,2.24,2.32,15.4,2.401,0.054,1
21.56,52.25,146,400,13227,20075,939.674,2.23,1.86,15.34,2.391,0.054,1
21.7,51.47,159,400,13221,20062,939.672,2.27,2.36,15.66,2.441,0.055,1
21.85,50.68,149,400,13221,20060,939.662,2.27,2.35,15.59,2.431,0.055,1
21.91,50.05,148,400,13223,20064,939.647,2.24,2.33,15.43,2.407,0.054,1
21.98,49.47,155,400,13221,20062,939.649,2.24,2.32,15.39,2.401,0.054,1
22.08,49.06,158,400,13218,20052,939.645,2.24,2.33,15.43,2.405,0.054,1
22.12,48.64,167,400,13213,20049,939.646,2.25,2.33,15.47,2.412,0.054,1
22.15,48.32,164,400,13215,20041,939.643,2.23,2.32,15.38,2.398,0.054,1
22.19,48.04,168,400,13218,20050,939.653,2.19,2.28,15.1,2.355,0.053,1
22.25,47.86,167,400,13208,20047,939.664,2.19,2.28,15.08,2.352,0.053,1
22.3,47.65,171,400,13210,20045,939.669,2.15,2.24,14.83,2.312,0.052,1
22.35,47.49,166,400,13212,20047,939.66,2.14,2.22,14.72,2.295,0.052,1
22.33,47.33,174,400,13210,20038,939.649,2.13,2.21,14.63,1.905,0.052,1
22.38,47.23,173,400,13209,20037,939.657,2.13,2.22,14.68,2.289,0.052,1
22.39,47.11,168,400,13213,20046,939.662,2.1,2.19,14.49,2.259,0.051,1
22.4,47.03,163,400,13214,20050,939.668,2.07,2.16,14.28,2.227,0.05,1
22.43,46.94,170,400,13214,20041,939.665,2.03,2.11,14.01,2.184,0.049,1
22.48,46.87,169,400,13213,20046,939.661,2.01,2.09,13.82,2.156,0.049,1
22.49,46.8,170,400,13212,20043,939.664,2.01,2.09,13.82,2.156,0.049,1
22.51,46.75,172,400,13209,20046,939.67,1.99,2.07,13.72,2.139,0.048,1
22.52,46.69,179,400,13208,20027,939.67,1.96,2.03,13.48,2.102,0.047,1
22.55,46.63,176,400,13209,20039,939.672,1.96,2.04,13.49,2.104,0.048,1
22.55,46.59,176,400,13206,20040,939.671,1.96,2.04,13.52,2.109,0.048,1
22.57,46.57,169,400,13209,20036,939.668,1.98,2.06,13.61,2.123,0.048,1
22.59,46.51,164,400,13216,20049,939.662,1.97,2.05,13.57,2.116,0.048,1
22.62,46.51,174,400,13210,20036,939.665,1.98,2.06,13.64,2.127,0.048,1
22.6,46.43,168,400,13214,20045,939.668,2.02,2.1,13.9,2.167,0.049,1
22.63,46.39,163,400,13217,20048,939.669,2.08,2.16,14.32,2.233,0.05,1
22.63,46.35,166,400,13216,20049,939.68,2.13,2.21,14.64,2.283,0.052,1
21.5,46.32,191,400,13193,20022,939.673,2.21,2.3,15.22,2.374,0.054,1
21.09,46.8,188,400,13191,20022,939.681,2.25,2.34,15.48,2.414,0.055,1
20.91,47.51,189,400,13195,20025,939.681,2.3,2.39,15.8,2.465,0.0559999999999999,1
20.77,48.23,185,400,13200,20025,939.682,2.29,2.38,15.74,2.454,0.055,1
20.7,48.84,183,400,13202,20035,939.672,2.25,2.34,15.5,2.417,0.055,1
20.58,49.43,188,400,13197,20026,939.676,2.25,2.34,15.48,2.414,0.055,1
20.54,49.85,182,400,13203,20033,939.672,2.25,2.33,15.46,2.411,0.054,1
20.48,50.26,174,400,13206,20041,939.676,2.25,2.34,15.5,2.417,0.055,1
20.44,50.57,172,400,13208,20040,939.673,2.23,2.31,15.31,2.388,0.054,1
20.39,50.84,182,400,13204,20029,939.661,2.2,2.28,15.12,2.358,0.053,1
20.36,51.11,176,400,13205,20036,939.66,2.14,2.22,14.7,2.293,0.052,1
20.32,51.29,174,400,13215,20047,939.661,2.13,2.21,14.64,2.283,0.052,1
20.27,51.53,179,400,13205,20036,939.657,2.11,2.2,14.54,2.268,0.051,1
20.25,51.67,170,400,13205,20038,939.647,2.1,2.18,14.46,2.255,0.051,1
20.25,51.83,185,400,13208,20040,939.655,2.09,2.17,14.37,2.241,0.051,1
20.2,51.95,179,400,13209,20045,939.662,2.05,2.13,14.12,2.202,0.05,1
20.18,52.06,170,400,13209,20044,939.664,2.03,2.11,13.98,2.1790000000000003,0.049,1
20.18,52.15,165,400,13212,20050,939.668,1.99,2.07,13.7,2.136,0.048,1
20.13,52.26,174,400,13205,20039,939.667,1.96,2.04,13.52,2.108,0.048,1
20.08,52.34,166,400,13208,20042,939.669,1.94,2.02,13.38,2.086,0.047,1
20.09,52.44,167,400,13212,20046,939.672,1.94,2.01,13.32,2.077,0.047,1
20.05,52.48,175,400,13206,20044,939.661,1.93,2.01,13.29,2.072,0.047,1
20.05,52.56,176,400,13203,20037,939.663,1.95,2.02,13.41,2.091,0.047,1
20.01,52.64,174,400,13198,20033,939.668,1.99,2.07,13.68,2.133,0.048,1
20.01,52.7,174,400,13210,20039,939.667,2.02,2.1,13.93,2.173,0.049,1
19.98,52.74,181,400,13208,20041,939.666,2.08,2.16,14.3,2.23,0.05,1
19.98,52.78,171,400,13210,20049,939.668,2.1,2.18,14.47,2.256,0.051,1
19.97,52.87,165,400,13206,20047,939.675,2.18,2.26,14.98,2.335,0.053,1
19.95,52.94,177,400,13202,20040,939.68,2.2,2.29,15.14,2.361,0.053,1
19.95,52.99,166,400,13205,20051,939.681,2.21,2.3,15.24,2.376,0.054,1
21.15,53.08,151,400,13215,20063,939.667,2.22,2.3,15.25,2.378,0.054,1
21.5,52.53,147,400,13223,20059,939.656,2.22,2.31,15.31,2.388,0.054,1
21.7,51.73,152,400,13219,20059,939.655,2.22,2.31,15.31,2.388,0.054,1
21.8,50.99,153,400,13224,20069,939.655,2.25,2.34,15.52,2.42,0.055,1
21.9,50.37,150,400,13223,20066,939.655,2.3,2.39,15.82,2.467,0.0559999999999999,1
21.97,49.78,164,400,13213,20056,939.654,2.3,2.39,15.86,2.474,0.0559999999999999,1
22.04,49.31,161,400,13217,20060,939.65,2.33,2.42,16.02,2.498,0.0559999999999999,1
22.09,48.91,161,400,13218,20060,939.637,2.33,2.42,16.06,2.504,0.057,1
22.11,48.56,170,400,13212,20050,939.653,2.33,2.42,16.05,2.502,0.057,1
